district_id,family_id,feature_name,coverage_fraction,coverage_definition,quality_status,n_entities,n_missing
34,U1,land_use_entropy_count,0.9927824788451967,eligible source records,cadastral_proxy,19945,145
34,U2,formal_job_density_area_first_km2,0.9055505418680443,citywide allocated fraction; district missing mass unknown,incomplete_geographic_proxy,317,0
34,U3,population_density_km2,0.9994809179733173,citywide source population within district union,area_allocated_proxy,333,0
35,M1,street_density_km_km2,1.0,eligible source records,computed,2646,0
35,M6,street_class_model_share_arterial,0.8064550856231743,eligible source records,assumed_local_residual,2646,0
35,M6,street_class_model_share_coletora,0.8064550856231743,eligible source records,assumed_local_residual,2646,0
35,M6,street_class_model_share_local,0.8064550856231743,eligible source records,assumed_local_residual,2646,0
35,M6,street_class_model_share_rodovia,0.8064550856231743,eligible source records,assumed_local_residual,2646,0
35,M6,street_class_model_share_via_de_pedestres,0.8064550856231743,eligible source records,assumed_local_residual,2646,0
35,M6,street_class_model_share_vtr,0.8064550856231743,eligible source records,assumed_local_residual,2646,0
35,M2,intersection_density_proxy_5m_km2,1.0,eligible source records,approved_proxy,1316,0
35,M3,block_log_area_median,1.0,eligible source records,computed,564,0
35,M3,block_log_area_iqr,1.0,eligible source records,computed,564,0
35,M4,block_compactness_median,1.0,eligible source records,computed,564,0
35,M4,block_compactness_iqr,1.0,eligible source records,computed,564,0
35,M4,block_elongation_median,1.0,eligible source records,computed,564,0
35,M4,block_elongation_iqr,1.0,eligible source records,computed,564,0
35,M7,cadastral_parcel_density_km2,1.0,eligible source records,cadastral_proxy,15054,0
35,B2,cadastral_floor_count_median,0.944533014481201,eligible source records,cadastral_proxy,14219,835
